log_mass_to_light_ratio,log_Omega,log_prob
0.036734693,1.5376906,-19675.201
0.06122449,1.5376906,-23680.664
0.08571429,1.5376906,-28530.959
0.11020408,1.5376906,-34510.855
0.13469388,1.5376906,-41810.145
0.15918367,1.5376906,-50718.633
0.18367347,1.5376906,-60735.285
0.20816326,1.5376906,-72390.695
0.23265307,1.5376906,-85921.984
0.25714287,1.5376906,-101765.125
0.28163266,1.5376906,-119570.98
0.30612245,1.5376906,-139605.44
0.33061224,1.5376906,-161527.45
0.35510203,1.5376906,-185243.95
0.37959182,1.5376906,-210646.14
0.40408164,1.5376906,-237733.66
0.42857143,1.5376906,-266483.5
0.45306122,1.5376906,-296957.56
0.477551,1.5376906,-328865.2
0.5020408,1.5376906,-361357.3
0.5265306,1.5376906,-395098.25
0.5510204,1.5376906,-432363.84
0.5755102,1.5376906,-472423.28
0.6,1.5376906,-513222.84
-0.6,1.54785,-25861.86
-0.5755102,1.54785,-24810.816
-0.5510204,1.54785,-23889.998
-0.5265306,1.54785,-22835.008
-0.5020408,1.54785,-21729.65
-0.477551,1.54785,-20653.99
-0.45306122,1.54785,-19585.547
-0.42857143,1.54785,-18491.727
-0.40408164,1.54785,-17396.045
-0.37959182,1.54785,-16355.083
-0.35510203,1.54785,-15361.947
-0.33061224,1.54785,-14452.68
-0.30612245,1.54785,-13539.178
-0.28163266,1.54785,-12648.402
-0.25714287,1.54785,-11869.034
-0.23265307,1.54785,-11144.896
-0.20816326,1.54785,-10444.355
-0.18367347,1.54785,-10020.078
-0.15918367,1.54785,-9738.513
-0.13469388,1.54785,-9586.683
-0.11020408,1.54785,-9650.926
-0.08571429,1.54785,-10122.303
-0.06122449,1.54785,-10995.451
-0.036734693,1.54785,-12412.332
-0.012244898,1.54785,-14373.086
0.012244898,1.54785,-16895.906
0.036734693,1.54785,-20098.455
0.06122449,1.54785,-24205.777
0.08571429,1.54785,-29456.547
0.11020408,1.54785,-35736.855
0.13469388,1.54785,-43059.652
0.15918367,1.54785,-51802.445
0.18367347,1.54785,-61864.918
0.20816326,1.54785,-73485.836
0.23265307,1.54785,-87325.06
0.25714287,1.54785,-103228.41
0.28163266,1.54785,-121098.89
0.30612245,1.54785,-141167.44
0.33061224,1.54785,-163095.81
0.35510203,1.54785,-186848.5
0.37959182,1.54785,-212294.05
0.40408164,1.54785,-239865.66
0.42857143,1.54785,-269203.25
0.45306122,1.54785,-299819.53
0.477551,1.54785,-332055.0
0.5020408,1.54785,-365589.44
0.5265306,1.54785,-400119.75
0.5510204,1.54785,-437024.88
0.5755102,1.54785,-475895.4
0.6,1.54785,-515959.84
-0.6,1.5577772,-26182.191
-0.5755102,1.5577772,-24945.52
-0.5510204,1.5577772,-23859.475
-0.5265306,1.5577772,-22852.027
-0.5020408,1.5577772,-21953.346
-0.477551,1.5577772,-20917.053
-0.45306122,1.5577772,-19916.424
-0.42857143,1.5577772,-18885.004
-0.40408164,1.5577772,-17835.91
-0.37959182,1.5577772,-16781.848
-0.35510203,1.5577772,-15741.438
-0.33061224,1.5577772,-14767.771
-0.30612245,1.5577772,-13886.586
-0.28163266,1.5577772,-13007.652
-0.25714287,1.5577772,-12220.156
-0.23265307,1.5577772,-11472.826
-0.20816326,1.5577772,-10909.287
-0.18367347,1.5577772,-10491.256
-0.15918367,1.5577772,-10166.305
-0.13469388,1.5577772,-9993.309
-0.11020408,1.5577772,-10082.83
-0.08571429,1.5577772,-10460.927
-0.06122449,1.5577772,-11294.195
-0.036734693,1.5577772,-12611.814
-0.012244898,1.5577772,-14464.479
0.012244898,1.5577772,-16981.46
0.036734693,1.5577772,-20169.43
0.06122449,1.5577772,-24159.068
0.08571429,1.5577772,-29090.06
0.11020408,1.5577772,-35159.926
0.13469388,1.5577772,-42400.863
0.15918367,1.5577772,-50960.758
0.18367347,1.5577772,-60890.55
0.20816326,1.5577772,-72336.65
0.23265307,1.5577772,-85472.12
0.25714287,1.5577772,-100641.32
0.28163266,1.5577772,-117572.97
0.30612245,1.5577772,-136710.84
0.33061224,1.5577772,-157618.52
0.35510203,1.5577772,-180091.0
0.37959182,1.5577772,-203966.64
0.40408164,1.5577772,-230132.64
0.42857143,1.5577772,-257785.78
0.45306122,1.5577772,-286835.16
0.477551,1.5577772,-317422.84
0.5020408,1.5577772,-348918.72
0.5265306,1.5577772,-382139.72
0.5510204,1.5577772,-417867.0
0.5755102,1.5577772,-456944.06
0.6,1.5577772,-496446.34
-0.6,1.5674825,-26948.941
-0.5755102,1.5674825,-25871.598
-0.5510204,1.5674825,-24691.11
-0.5265306,1.5674825,-23597.963
-0.5020408,1.5674825,-22602.113
-0.477551,1.5674825,-21579.547
-0.45306122,1.5674825,-20536.223
-0.42857143,1.5674825,-19565.668
-0.40408164,1.5674825,-18597.004
-0.37959182,1.5674825,-17529.951
-0.35510203,1.5674825,-16459.924
-0.33061224,1.5674825,-15423.754
-0.30612245,1.5674825,-14352.16
-0.28163266,1.5674825,-13292.803
-0.25714287,1.5674825,-12421.734
-0.23265307,1.5674825,-11599.624
-0.20816326,1.5674825,-10984.42
-0.18367347,1.5674825,-10527.639
-0.15918367,1.5674825,-10249.29
-0.13469388,1.5674825,-10071.176
-0.11020408,1.5674825,-10123.507
-0.08571429,1.5674825,-10453.967
-0.06122449,1.5674825,-11188.296
-0.036734693,1.5674825,-12491.784
-0.012244898,1.5674825,-14387.021
0.012244898,1.5674825,-16966.762
0.036734693,1.5674825,-20245.758
0.06122449,1.5674825,-24446.492
0.08571429,1.5674825,-29600.71
0.11020408,1.5674825,-35771.58
0.13469388,1.5674825,-43088.082
0.15918367,1.5674825,-51912.367
0.18367347,1.5674825,-62104.12
0.20816326,1.5674825,-73978.09
0.23265307,1.5674825,-87862.8
0.25714287,1.5674825,-103586.875
0.28163266,1.5674825,-121172.805
0.30612245,1.5674825,-140560.03
0.33061224,1.5674825,-161729.08
0.35510203,1.5674825,-184669.38
0.37959182,1.5674825,-209184.3
0.40408164,1.5674825,-235317.19
0.42857143,1.5674825,-263442.44
0.45306122,1.5674825,-293536.38
0.477551,1.5674825,-325001.9
0.5020408,1.5674825,-357467.6
0.5265306,1.5674825,-391826.44
0.5510204,1.5674825,-429655.06
0.5755102,1.5674825,-467709.25
0.6,1.5674825,-508364.84
-0.6,1.5769757,-25990.438
-0.5755102,1.5769757,-24794.441
-0.5510204,1.5769757,-23898.168
-0.5265306,1.5769757,-22991.508
-0.5020408,1.5769757,-22146.393
-0.477551,1.5769757,-21222.498
-0.45306122,1.5769757,-20348.307
-0.42857143,1.5769757,-19424.047
-0.40408164,1.5769757,-18494.744
-0.37959182,1.5769757,-17475.879
-0.35510203,1.5769757,-16457.285
-0.33061224,1.5769757,-15440.49
-0.30612245,1.5769757,-14384.009
-0.28163266,1.5769757,-13413.961
-0.25714287,1.5769757,-12538.636
-0.23265307,1.5769757,-11783.301
-0.20816326,1.5769757,-11140.072
-0.18367347,1.5769757,-10623.406
-0.15918367,1.5769757,-10360.398
-0.13469388,1.5769757,-10249.59
-0.11020408,1.5769757,-10324.228
-0.08571429,1.5769757,-10661.444
-0.06122449,1.5769757,-11423.168
-0.036734693,1.5769757,-12604.018
-0.012244898,1.5769757,-14487.494
0.012244898,1.5769757,-16960.385
0.036734693,1.5769757,-20223.12
0.06122449,1.5769757,-24366.408
0.08571429,1.5769757,-29402.404
0.11020408,1.5769757,-35440.523
0.13469388,1.5769757,-42821.234
0.15918367,1.5769757,-51611.793
0.18367347,1.5769757,-62009.69
0.20816326,1.5769757,-73734.96
0.23265307,1.5769757,-87554.38
0.25714287,1.5769757,-103022.18
0.28163266,1.5769757,-120244.27
0.30612245,1.5769757,-139357.05
0.33061224,1.5769757,-159660.36
0.35510203,1.5769757,-182681.67
0.37959182,1.5769757,-207663.78
0.40408164,1.5769757,-234035.64
0.42857143,1.5769757,-263006.25
0.45306122,1.5769757,-294064.75
0.477551,1.5769757,-327088.22
0.5020408,1.5769757,-362109.88
0.5265306,1.5769757,-399119.7
0.5510204,1.5769757,-436749.75
0.5755102,1.5769757,-476556.06
0.6,1.5769757,-520354.72
-0.6,1.5862657,-26182.686
-0.5755102,1.5862657,-25265.371
-0.5510204,1.5862657,-24360.248
-0.5265306,1.5862657,-23343.443
-0.5020408,1.5862657,-22430.363
-0.477551,1.5862657,-21511.537
-0.45306122,1.5862657,-20666.219
-0.42857143,1.5862657,-19775.207
-0.40408164,1.5862657,-18879.05
-0.37959182,1.5862657,-17915.28
-0.35510203,1.5862657,-16947.562
-0.33061224,1.5862657,-15974.376
-0.30612245,1.5862657,-14964.954
-0.28163266,1.5862657,-13972.102
-0.25714287,1.5862657,-13040.336
-0.23265307,1.5862657,-12148.188
-0.20816326,1.5862657,-11370.122
-0.18367347,1.5862657,-10940.077
-0.15918367,1.5862657,-10694.094
-0.13469388,1.5862657,-10510.382
-0.11020408,1.5862657,-10563.631
-0.08571429,1.5862657,-10863.168
-0.06122449,1.5862657,-11557.761
-0.036734693,1.5862657,-12802.844
-0.012244898,1.5862657,-14623.468
0.012244898,1.5862657,-17051.928
0.036734693,1.5862657,-20235.8
0.06122449,1.5862657,-24439.836
0.08571429,1.5862657,-29829.242
0.11020408,1.5862657,-36225.453
0.13469388,1.5862657,-43829.73
0.15918367,1.5862657,-52416.76
0.18367347,1.5862657,-62309.402
0.20816326,1.5862657,-73913.01
0.23265307,1.5862657,-87299.52
0.25714287,1.5862657,-102453.0
0.28163266,1.5862657,-119618.32
0.30612245,1.5862657,-138852.4
0.33061224,1.5862657,-159759.23
0.35510203,1.5862657,-182533.11
0.37959182,1.5862657,-207095.2
0.40408164,1.5862657,-232935.2
0.42857143,1.5862657,-260696.55
0.45306122,1.5862657,-290257.53
0.477551,1.5862657,-321014.5
0.5020408,1.5862657,-352176.25
0.5265306,1.5862657,-386353.44
0.5510204,1.5862657,-422832.72
0.5755102,1.5862657,-460826.78
0.6,1.5862657,-500899.0
-0.6,1.5953612,-26822.201
-0.5755102,1.5953612,-25775.408
-0.5510204,1.5953612,-24815.555
-0.5265306,1.5953612,-23982.54
-0.5020408,1.5953612,-23242.037
-0.477551,1.5953612,-22454.283
-0.45306122,1.5953612,-21619.662
-0.42857143,1.5953612,-20757.732
-0.40408164,1.5953612,-19829.18
-0.37959182,1.5953612,-18821.676
-0.35510203,1.5953612,-17788.336
-0.33061224,1.5953612,-16701.465
-0.30612245,1.5953612,-15596.762
-0.28163266,1.5953612,-14528.083
-0.25714287,1.5953612,-13550.756
-0.23265307,1.5953612,-12665.832
-0.20816326,1.5953612,-11893.623
-0.18367347,1.5953612,-11432.162
-0.15918367,1.5953612,-11138.222
-0.13469388,1.5953612,-10889.941
-0.11020408,1.5953612,-10734.941
-0.08571429,1.5953612,-11053.226
-0.06122449,1.5953612,-11809.902
-0.036734693,1.5953612,-13307.254
-0.012244898,1.5953612,-15379.885
0.012244898,1.5953612,-18123.117
0.036734693,1.5953612,-21635.094
0.06122449,1.5953612,-26048.46
0.08571429,1.5953612,-31215.598
0.11020408,1.5953612,-37284.59
0.13469388,1.5953612,-44842.53
0.15918367,1.5953612,-53684.062
0.18367347,1.5953612,-64019.566
0.20816326,1.5953612,-76064.78
0.23265307,1.5953612,-90022.445
0.25714287,1.5953612,-105673.35
0.28163266,1.5953612,-123275.4
0.30612245,1.5953612,-142420.1
0.33061224,1.5953612,-163611.36
0.35510203,1.5953612,-187039.2
0.37959182,1.5953612,-212211.88
0.40408164,1.5953612,-238573.73
0.42857143,1.5953612,-266522.75
0.45306122,1.5953612,-295514.56
0.477551,1.5953612,-327319.66
0.5020408,1.5953612,-361739.7
0.5265306,1.5953612,-398808.62
0.5510204,1.5953612,-438745.28
0.5755102,1.5953612,-480195.22
0.6,1.5953612,-522703.22
-0.6,1.6042701,-26970.354
-0.5755102,1.6042701,-25695.914
-0.5510204,1.6042701,-24768.172
-0.5265306,1.6042701,-23796.559
-0.5020408,1.6042701,-22901.9
-0.477551,1.6042701,-22123.877
-0.45306122,1.6042701,-21345.824
-0.42857143,1.6042701,-20559.195
-0.40408164,1.6042701,-19772.275
-0.37959182,1.6042701,-18882.512
-0.35510203,1.6042701,-17998.992
-0.33061224,1.6042701,-16994.307
-0.30612245,1.6042701,-15966.878
-0.28163266,1.6042701,-14858.148
-0.25714287,1.6042701,-13844.24
-0.23265307,1.6042701,-12861.693
-0.20816326,1.6042701,-12124.444
-0.18367347,1.6042701,-11553.324
-0.15918367,1.6042701,-11271.159
-0.13469388,1.6042701,-11146.92
-0.11020408,1.6042701,-11112.943
-0.08571429,1.6042701,-11483.205
-0.06122449,1.6042701,-12418.124
-0.036734693,1.6042701,-13782.182
-0.012244898,1.6042701,-15743.027
0.012244898,1.6042701,-18373.203
0.036734693,1.6042701,-21786.098
0.06122449,1.6042701,-26100.807
0.08571429,1.6042701,-31244.258
0.11020408,1.6042701,-37472.703
0.13469388,1.6042701,-44840.23
0.15918367,1.6042701,-53641.406
0.18367347,1.6042701,-64112.637
0.20816326,1.6042701,-76341.48
0.23265307,1.6042701,-90431.13
0.25714287,1.6042701,-106172.484
0.28163266,1.6042701,-123760.96
0.30612245,1.6042701,-143271.44
0.33061224,1.6042701,-164933.48
0.35510203,1.6042701,-188677.4
0.37959182,1.6042701,-214927.45
0.40408164,1.6042701,-242737.88
0.42857143,1.6042701,-272208.44
0.45306122,1.6042701,-302572.88
0.477551,1.6042701,-334164.28
0.5020408,1.6042701,-369608.75
0.5265306,1.6042701,-405806.56
0.5510204,1.6042701,-445137.44
0.5755102,1.6042701,-485985.7
0.6,1.6042701,-528935.7
-0.6,1.613,-28087.51
-0.5755102,1.613,-26974.213
-0.5510204,1.613,-25958.672
-0.5265306,1.613,-24942.785
-0.5020408,1.613,-23913.527
-0.477551,1.613,-23070.605
-0.45306122,1.613,-22110.25
-0.42857143,1.613,-21130.398
-0.40408164,1.613,-20131.648
-0.37959182,1.613,-19224.078
-0.35510203,1.613,-18266.47
-0.33061224,1.613,-17233.959
-0.30612245,1.613,-16274.154
-0.28163266,1.613,-15275.102
-0.25714287,1.613,-14234.789
-0.23265307,1.613,-13350.583
-0.20816326,1.613,-12542.236
-0.18367347,1.613,-11924.537
-0.15918367,1.613,-11563.641
-0.13469388,1.613,-11277.0
-0.11020408,1.613,-11168.053
-0.08571429,1.613,-11465.308
-0.06122449,1.613,-12188.66
-0.036734693,1.613,-13544.941
-0.012244898,1.613,-15574.936
0.012244898,1.613,-18351.67
0.036734693,1.613,-21911.633
0.06122449,1.613,-26123.502
0.08571429,1.613,-31301.79
0.11020408,1.613,-37463.586
0.13469388,1.613,-44890.707
0.15918367,1.613,-53487.24
0.18367347,1.613,-63757.52
0.20816326,1.613,-75255.8
0.23265307,1.613,-88056.62
0.25714287,1.613,-102951.73
0.28163266,1.613,-120153.68
0.30612245,1.613,-139444.05
0.33061224,1.613,-160479.89
0.35510203,1.613,-183592.98
0.37959182,1.613,-208295.23
0.40408164,1.613,-233735.27
0.42857143,1.613,-262463.56
0.45306122,1.613,-293965.44
0.477551,1.613,-328183.06
0.5020408,1.613,-364295.3
0.5265306,1.613,-401755.72
0.5510204,1.613,-442388.88
0.5755102,1.613,-485198.78
0.6,1.613,-529416.75
-0.6,1.6215578,-29087.021
-0.5755102,1.6215578,-27836.846
-0.5510204,1.6215578,-26675.508
-0.5265306,1.6215578,-25432.496
-0.5020408,1.6215578,-24348.879
-0.477551,1.6215578,-23353.637
-0.45306122,1.6215578,-22468.635
-0.42857143,1.6215578,-21448.738
-0.40408164,1.6215578,-20415.906
-0.37959182,1.6215578,-19398.182
-0.35510203,1.6215578,-18396.625
-0.33061224,1.6215578,-17397.256
-0.30612245,1.6215578,-16304.462
-0.28163266,1.6215578,-15247.896
-0.25714287,1.6215578,-14241.994
-0.23265307,1.6215578,-13398.216
-0.20816326,1.6215578,-12652.12
-0.18367347,1.6215578,-12128.893
-0.15918367,1.6215578,-11788.066
-0.13469388,1.6215578,-11518.354
-0.11020408,1.6215578,-11444.054
-0.08571429,1.6215578,-11749.92
-0.06122449,1.6215578,-12548.625
-0.036734693,1.6215578,-13935.423
-0.012244898,1.6215578,-15951.673
0.012244898,1.6215578,-18701.26
0.036734693,1.6215578,-22162.402
0.06122449,1.6215578,-26361.488
0.08571429,1.6215578,-31372.648
0.11020408,1.6215578,-37457.098
0.13469388,1.6215578,-44986.457
0.15918367,1.6215578,-54044.855
0.18367347,1.6215578,-64060.395
0.20816326,1.6215578,-75838.89
0.23265307,1.6215578,-89217.234
0.25714287,1.6215578,-104324.555
0.28163266,1.6215578,-121459.29
0.30612245,1.6215578,-139600.61
0.33061224,1.6215578,-160743.06
0.35510203,1.6215578,-183532.3
0.37959182,1.6215578,-209196.42
0.40408164,1.6215578,-236310.77
0.42857143,1.6215578,-266085.2
0.45306122,1.6215578,-297663.3
0.477551,1.6215578,-332175.6
0.5020408,1.6215578,-368477.2
0.5265306,1.6215578,-406553.56
0.5510204,1.6215578,-447119.44
0.5755102,1.6215578,-488782.88
0.6,1.6215578,-532385.9
-0.6,1.6299502,-28765.984
-0.5755102,1.6299502,-27567.773
-0.5510204,1.6299502,-26627.957
-0.5265306,1.6299502,-25605.531
-0.5020408,1.6299502,-24585.863
-0.477551,1.6299502,-23510.17
-0.45306122,1.6299502,-22419.797
-0.42857143,1.6299502,-21412.041
-0.40408164,1.6299502,-20401.965
-0.37959182,1.6299502,-19263.832
-0.35510203,1.6299502,-18146.36
-0.33061224,1.6299502,-16984.168
-0.30612245,1.6299502,-15890.543
-0.28163266,1.6299502,-14879.809
-0.25714287,1.6299502,-14004.595
-0.23265307,1.6299502,-13224.0625
-0.20816326,1.6299502,-12631.799
-0.18367347,1.6299502,-12106.494
-0.15918367,1.6299502,-11676.318
-0.13469388,1.6299502,-11385.201
-0.11020408,1.6299502,-11436.242
-0.08571429,1.6299502,-11819.908
-0.06122449,1.6299502,-12545.871
-0.036734693,1.6299502,-13756.361
-0.012244898,1.6299502,-15649.234
0.012244898,1.6299502,-18410.004
0.036734693,1.6299502,-21967.764
0.06122449,1.6299502,-26402.488
0.08571429,1.6299502,-31933.531
0.11020408,1.6299502,-38656.723
0.13469388,1.6299502,-46408.816
0.15918367,1.6299502,-55595.652
0.18367347,1.6299502,-65806.03
0.20816326,1.6299502,-77716.06
0.23265307,1.6299502,-91447.83
0.25714287,1.6299502,-106865.75
0.28163266,1.6299502,-124068.875
0.30612245,1.6299502,-143296.62
0.33061224,1.6299502,-163872.61
0.35510203,1.6299502,-186178.28
0.37959182,1.6299502,-209750.3
0.40408164,1.6299502,-235888.34
0.42857143,1.6299502,-264506.66
0.45306122,1.6299502,-295144.28
0.477551,1.6299502,-327309.56
0.5020408,1.6299502,-362385.53
0.5265306,1.6299502,-400114.06
0.5510204,1.6299502,-439860.03
0.5755102,1.6299502,-481517.66
0.6,1.6299502,-526943.06
-0.6,1.6381835,-28727.168
-0.5755102,1.6381835,-27513.186
-0.5510204,1.6381835,-26244.871
-0.5265306,1.6381835,-25202.16
-0.5020408,1.6381835,-24228.975
-0.477551,1.6381835,-23377.117
-0.45306122,1.6381835,-22522.531
-0.42857143,1.6381835,-21636.707
-0.40408164,1.6381835,-20670.807
-0.37959182,1.6381835,-19684.062
-0.35510203,1.6381835,-18672.012
-0.33061224,1.6381835,-17607.406
-0.30612245,1.6381835,-16537.781
-0.28163266,1.6381835,-15508.806
-0.25714287,1.6381835,-14485.146
-0.23265307,1.6381835,-13582.988
-0.20816326,1.6381835,-12879.428
-0.18367347,1.6381835,-12334.487
-0.15918367,1.6381835,-11842.261
-0.13469388,1.6381835,-11500.172
-0.11020408,1.6381835,-11537.522
-0.08571429,1.6381835,-12018.174
-0.06122449,1.6381835,-12911.197
-0.036734693,1.6381835,-14360.07
-0.012244898,1.6381835,-16369.073
0.012244898,1.6381835,-18931.99
0.036734693,1.6381835,-22408.365
0.06122449,1.6381835,-26761.475
0.08571429,1.6381835,-32179.41
0.11020408,1.6381835,-38313.65
0.13469388,1.6381835,-45527.95
0.15918367,1.6381835,-54303.918
0.18367347,1.6381835,-64436.543
0.20816326,1.6381835,-76435.48
0.23265307,1.6381835,-90038.32
0.25714287,1.6381835,-105421.04
0.28163266,1.6381835,-122898.05
0.30612245,1.6381835,-142214.7
0.33061224,1.6381835,-163276.2
0.35510203,1.6381835,-186081.61
0.37959182,1.6381835,-210521.06
0.40408164,1.6381835,-236337.48
0.42857143,1.6381835,-263744.56
0.45306122,1.6381835,-294316.16
0.477551,1.6381835,-326747.34
0.5020408,1.6381835,-361407.44
0.5265306,1.6381835,-397178.47
0.5510204,1.6381835,-434354.62
0.5755102,1.6381835,-475645.25
0.6,1.6381835,-518169.1
-0.6,1.6462636,-29024.023
-0.5755102,1.6462636,-27776.748
-0.5510204,1.6462636,-26785.31
-0.5265306,1.6462636,-25769.2
-0.5020408,1.6462636,-24722.207
-0.477551,1.6462636,-23720.355
-0.45306122,1.6462636,-22744.977
-0.42857143,1.6462636,-21844.027
-0.40408164,1.6462636,-20917.867
-0.37959182,1.6462636,-19931.775
-0.35510203,1.6462636,-18789.527
-0.33061224,1.6462636,-17676.727
-0.30612245,1.6462636,-16499.389
-0.28163266,1.6462636,-15513.573
-0.25714287,1.6462636,-14620.596
-0.23265307,1.6462636,-13884.629
-0.20816326,1.6462636,-13285.254
-0.18367347,1.6462636,-12881.668
-0.15918367,1.6462636,-12549.855
-0.13469388,1.6462636,-12304.917
-0.11020408,1.6462636,-12381.16
-0.08571429,1.6462636,-12807.15
-0.06122449,1.6462636,-13555.545
-0.036734693,1.6462636,-14836.239
-0.012244898,1.6462636,-16586.023
0.012244898,1.6462636,-19076.812
0.036734693,1.6462636,-22473.54
0.06122449,1.6462636,-26701.234
0.08571429,1.6462636,-32142.004
0.11020408,1.6462636,-38674.63
0.13469388,1.6462636,-46299.47
0.15918367,1.6462636,-55598.785
0.18367347,1.6462636,-66194.6
0.20816326,1.6462636,-78335.79
0.23265307,1.6462636,-92288.47
0.25714287,1.6462636,-107876.4
0.28163266,1.6462636,-124925.84
0.30612245,1.6462636,-143442.1
0.33061224,1.6462636,-163891.72
0.35510203,1.6462636,-186972.39
0.37959182,1.6462636,-211325.84
0.40408164,1.6462636,-238167.08
0.42857143,1.6462636,-266728.1
0.45306122,1.6462636,-295817.03
0.477551,1.6462636,-329600.3
0.5020408,1.6462636,-365656.75
0.5265306,1.6462636,-404015.97
0.5510204,1.6462636,-444442.53
0.5755102,1.6462636,-486180.44
0.6,1.6462636,-529985.9
-0.6,1.6541961,-28851.016
-0.5755102,1.6541961,-27635.762
-0.5510204,1.6541961,-26482.57
-0.5265306,1.6541961,-25468.488
-0.5020408,1.6541961,-24455.117
-0.477551,1.6541961,-23609.172
-0.45306122,1.6541961,-22700.824
-0.42857143,1.6541961,-21765.824
-0.40408164,1.6541961,-20789.55
-0.37959182,1.6541961,-19813.59
-0.35510203,1.6541961,-18865.426
-0.33061224,1.6541961,-17880.516
-0.30612245,1.6541961,-16914.79
-0.28163266,1.6541961,-15893.769
-0.25714287,1.6541961,-14958.942
-0.23265307,1.6541961,-14136.551
-0.20816326,1.6541961,-13519.658
-0.18367347,1.6541961,-13069.307
-0.15918367,1.6541961,-12618.414
-0.13469388,1.6541961,-12420.359
-0.11020408,1.6541961,-12481.036
-0.08571429,1.6541961,-12937.141
-0.06122449,1.6541961,-13800.846
-0.036734693,1.6541961,-15069.876
-0.012244898,1.6541961,-16976.883
0.012244898,1.6541961,-19597.354
0.036734693,1.6541961,-23066.582
0.06122449,1.6541961,-27472.516
0.08571429,1.6541961,-32783.848
0.11020408,1.6541961,-39160.715
0.13469388,1.6541961,-46716.32
0.15918367,1.6541961,-55420.582
0.18367347,1.6541961,-65384.51
0.20816326,1.6541961,-77025.05
0.23265307,1.6541961,-90391.625
0.25714287,1.6541961,-105470.05
0.28163266,1.6541961,-122580.48
0.30612245,1.6541961,-141361.28
0.33061224,1.6541961,-162297.66
0.35510203,1.6541961,-185172.88
0.37959182,1.6541961,-209521.88
0.40408164,1.6541961,-235500.94
0.42857143,1.6541961,-264253.8
0.45306122,1.6541961,-294148.28
0.477551,1.6541961,-324743.97
0.5020408,1.6541961,-358032.16
0.5265306,1.6541961,-393099.56
0.5510204,1.6541961,-430952.8
0.5755102,1.6541961,-470674.25
0.6,1.6541961,-510432.1
-0.6,1.6619865,-27542.824
-0.5755102,1.6619865,-26420.562
-0.5510204,1.6619865,-25402.533
-0.5265306,1.6619865,-24582.418
-0.5020408,1.6619865,-23733.5
-0.477551,1.6619865,-22997.707
-0.45306122,1.6619865,-22084.875
-0.42857143,1.6619865,-21101.625
-0.40408164,1.6619865,-20247.742
-0.37959182,1.6619865,-19346.137
-0.35510203,1.6619865,-18350.627
-0.33061224,1.6619865,-17425.445
-0.30612245,1.6619865,-16466.734
-0.28163266,1.6619865,-15460.413
-0.25714287,1.6619865,-14603.342
-0.23265307,1.6619865,-13883.85
-0.20816326,1.6619865,-13337.891
-0.18367347,1.6619865,-12913.018
-0.15918367,1.6619865,-12562.5205
-0.13469388,1.6619865,-12348.602
-0.11020408,1.6619865,-12407.115
-0.08571429,1.6619865,-12793.094
-0.06122449,1.6619865,-13652.266
-0.036734693,1.6619865,-14987.098
-0.012244898,1.6619865,-16877.225
0.012244898,1.6619865,-19489.469
0.036734693,1.6619865,-22841.627
0.06122449,1.6619865,-27083.906
0.08571429,1.6619865,-32388.219
0.11020408,1.6619865,-38785.117
0.13469388,1.6619865,-46118.12
0.15918367,1.6619865,-54664.68
0.18367347,1.6619865,-64764.184
0.20816326,1.6619865,-76421.695
0.23265307,1.6619865,-89843.95
0.25714287,1.6619865,-104937.79
0.28163266,1.6619865,-121552.055
0.30612245,1.6619865,-140250.34
0.33061224,1.6619865,-160961.05
0.35510203,1.6619865,-183831.33
0.37959182,1.6619865,-208037.34
0.40408164,1.6619865,-232903.47
0.42857143,1.6619865,-259790.25
0.45306122,1.6619865,-289540.12
0.477551,1.6619865,-321367.22
0.5020408,1.6619865,-354380.6
0.5265306,1.6619865,-389286.66
0.5510204,1.6619865,-427585.97
0.5755102,1.6619865,-468882.44
0.6,1.6619865,-512258.22
-0.6,1.6696393,-29071.879
-0.5755102,1.6696393,-27965.264
-0.5510204,1.6696393,-26909.945
-0.5265306,1.6696393,-25831.102
-0.5020408,1.6696393,-24853.742
-0.477551,1.6696393,-23823.408
-0.45306122,1.6696393,-22891.543
-0.42857143,1.6696393,-22021.94
-0.40408164,1.6696393,-21037.188
-0.37959182,1.6696393,-20057.723
-0.35510203,1.6696393,-19031.777
-0.33061224,1.6696393,-17978.508
-0.30612245,1.6696393,-16991.352
-0.28163266,1.6696393,-16062.006
-0.25714287,1.6696393,-15207.707
-0.23265307,1.6696393,-14398.273
-0.20816326,1.6696393,-13598.485
-0.18367347,1.6696393,-13033.067
-0.15918367,1.6696393,-12655.069
-0.13469388,1.6696393,-12581.634
-0.11020408,1.6696393,-12670.699
-0.08571429,1.6696393,-13085.137
-0.06122449,1.6696393,-13881.836
-0.036734693,1.6696393,-15266.59
-0.012244898,1.6696393,-17298.44
0.012244898,1.6696393,-20033.908
0.036734693,1.6696393,-23648.432
0.06122449,1.6696393,-28106.809
0.08571429,1.6696393,-33488.473
0.11020408,1.6696393,-39892.812
0.13469388,1.6696393,-47594.92
0.15918367,1.6696393,-56694.273
0.18367347,1.6696393,-67161.79
0.20816326,1.6696393,-79145.78
0.23265307,1.6696393,-92631.26
0.25714287,1.6696393,-108012.414
0.28163266,1.6696393,-125498.73
0.30612245,1.6696393,-145173.12
0.33061224,1.6696393,-166610.66
0.35510203,1.6696393,-190004.06
0.37959182,1.6696393,-215307.19
0.40408164,1.6696393,-241475.08
0.42857143,1.6696393,-268651.47
0.45306122,1.6696393,-299219.22
