log_mass_to_light_ratio,log_Omega,log_prob
-0.33061224,1.3472304,-12509.24
-0.30612245,1.3472304,-11515.541
-0.28163266,1.3472304,-10540.772
-0.25714287,1.3472304,-9639.293
-0.23265307,1.3472304,-8892.854
-0.20816326,1.3472304,-8206.609
-0.18367347,1.3472304,-7728.3306
-0.15918367,1.3472304,-7402.436
-0.13469388,1.3472304,-7279.488
-0.11020408,1.3472304,-7468.4634
-0.08571429,1.3472304,-7962.5093
-0.06122449,1.3472304,-8845.615
-0.036734693,1.3472304,-10220.705
-0.012244898,1.3472304,-12082.896
0.012244898,1.3472304,-14569.58
0.036734693,1.3472304,-17953.715
0.06122449,1.3472304,-22355.83
0.08571429,1.3472304,-27810.746
0.11020408,1.3472304,-34362.188
0.13469388,1.3472304,-42047.816
0.15918367,1.3472304,-50906.508
0.18367347,1.3472304,-61378.414
0.20816326,1.3472304,-73941.99
0.23265307,1.3472304,-88634.81
0.25714287,1.3472304,-105247.32
0.28163266,1.3472304,-123418.44
0.30612245,1.3472304,-143501.23
0.33061224,1.3472304,-165518.22
0.35510203,1.3472304,-188979.86
0.37959182,1.3472304,-214427.5
0.40408164,1.3472304,-241027.8
0.42857143,1.3472304,-269364.72
0.45306122,1.3472304,-298937.62
0.477551,1.3472304,-331848.94
0.5020408,1.3472304,-367690.78
0.5265306,1.3472304,-406590.97
0.5510204,1.3472304,-447009.94
0.5755102,1.3472304,-487500.84
0.6,1.3472304,-531053.5
-0.6,1.3628824,-23496.064
-0.5755102,1.3628824,-22354.262
-0.5510204,1.3628824,-21327.084
-0.5265306,1.3628824,-20329.387
-0.5020408,1.3628824,-19210.508
-0.477551,1.3628824,-18236.262
-0.45306122,1.3628824,-17245.664
-0.42857143,1.3628824,-16318.413
-0.40408164,1.3628824,-15317.832
-0.37959182,1.3628824,-14264.932
-0.35510203,1.3628824,-13301.858
-0.33061224,1.3628824,-12348.311
-0.30612245,1.3628824,-11452.972
-0.28163266,1.3628824,-10516.535
-0.25714287,1.3628824,-9617.899
-0.23265307,1.3628824,-8840.162
-0.20816326,1.3628824,-8209.387
-0.18367347,1.3628824,-7699.839
-0.15918367,1.3628824,-7443.4326
-0.13469388,1.3628824,-7382.039
-0.11020408,1.3628824,-7570.1743
-0.08571429,1.3628824,-8036.27
-0.06122449,1.3628824,-8871.001
-0.036734693,1.3628824,-10211.42
-0.012244898,1.3628824,-12201.075
0.012244898,1.3628824,-14876.91
0.036734693,1.3628824,-18471.83
0.06122449,1.3628824,-23030.436
0.08571429,1.3628824,-28620.467
0.11020408,1.3628824,-35480.402
0.13469388,1.3628824,-43770.867
0.15918367,1.3628824,-53758.95
0.18367347,1.3628824,-65486.355
0.20816326,1.3628824,-78676.51
0.23265307,1.3628824,-93731.336
0.25714287,1.3628824,-110919.91
0.28163266,1.3628824,-130226.96
0.30612245,1.3628824,-151092.61
0.33061224,1.3628824,-173597.83
0.35510203,1.3628824,-198032.55
0.37959182,1.3628824,-224979.36
0.40408164,1.3628824,-253844.03
0.42857143,1.3628824,-283033.84
0.45306122,1.3628824,-315070.84
0.477551,1.3628824,-349968.2
0.5020408,1.3628824,-386377.34
0.5265306,1.3628824,-424252.75
0.5510204,1.3628824,-463778.9
0.5755102,1.3628824,-506274.78
0.6,1.3628824,-548630.94
-0.6,1.3779898,-22978.816
-0.5755102,1.3779898,-22150.89
-0.5510204,1.3779898,-21324.256
-0.5265306,1.3779898,-20449.207
-0.5020408,1.3779898,-19574.838
-0.477551,1.3779898,-18687.957
-0.45306122,1.3779898,-17683.883
-0.42857143,1.3779898,-16595.412
-0.40408164,1.3779898,-15489.773
-0.37959182,1.3779898,-14446.975
-0.35510203,1.3779898,-13376.317
-0.33061224,1.3779898,-12349.7295
-0.30612245,1.3779898,-11292.066
-0.28163266,1.3779898,-10329.861
-0.25714287,1.3779898,-9436.785
-0.23265307,1.3779898,-8625.844
-0.20816326,1.3779898,-7888.443
-0.18367347,1.3779898,-7377.3594
-0.15918367,1.3779898,-7061.0713
-0.13469388,1.3779898,-7000.746
-0.11020408,1.3779898,-7182.27
-0.08571429,1.3779898,-7635.117
-0.06122449,1.3779898,-8478.395
-0.036734693,1.3779898,-9769.536
-0.012244898,1.3779898,-11627.7
0.012244898,1.3779898,-14040.033
0.036734693,1.3779898,-17128.496
0.06122449,1.3779898,-21216.385
0.08571429,1.3779898,-26238.496
0.11020408,1.3779898,-32220.633
0.13469388,1.3779898,-39570.023
0.15918367,1.3779898,-48395.887
0.18367347,1.3779898,-58915.457
0.20816326,1.3779898,-71216.164
0.23265307,1.3779898,-85474.125
0.25714287,1.3779898,-101520.15
0.28163266,1.3779898,-119712.14
0.30612245,1.3779898,-139625.23
0.33061224,1.3779898,-161669.39
0.35510203,1.3779898,-185685.02
0.37959182,1.3779898,-211725.67
0.40408164,1.3779898,-239041.34
0.42857143,1.3779898,-267600.38
0.45306122,1.3779898,-297609.03
0.477551,1.3779898,-331462.34
0.5020408,1.3779898,-368195.62
0.5265306,1.3779898,-406017.47
0.5510204,1.3779898,-444100.75
0.5755102,1.3779898,-484618.8
0.6,1.3779898,-528917.06
-0.6,1.3925893,-22758.79
-0.5755102,1.3925893,-21782.006
-0.5510204,1.3925893,-20833.934
-0.5265306,1.3925893,-19917.086
-0.5020408,1.3925893,-19111.992
-0.477551,1.3925893,-18178.217
-0.45306122,1.3925893,-17209.195
-0.42857143,1.3925893,-16246.113
-0.40408164,1.3925893,-15308.211
-0.37959182,1.3925893,-14370.294
-0.35510203,1.3925893,-13409.564
-0.33061224,1.3925893,-12414.043
-0.30612245,1.3925893,-11387.213
-0.28163266,1.3925893,-10363.443
-0.25714287,1.3925893,-9403.25
-0.23265307,1.3925893,-8552.602
-0.20816326,1.3925893,-7841.901
-0.18367347,1.3925893,-7293.354
-0.15918367,1.3925893,-6998.09
-0.13469388,1.3925893,-6933.3745
-0.11020408,1.3925893,-7140.665
-0.08571429,1.3925893,-7640.6313
-0.06122449,1.3925893,-8405.659
-0.036734693,1.3925893,-9522.899
-0.012244898,1.3925893,-11128.211
0.012244898,1.3925893,-13327.995
0.036734693,1.3925893,-16316.213
0.06122449,1.3925893,-20214.578
0.08571429,1.3925893,-25133.457
0.11020408,1.3925893,-31166.914
0.13469388,1.3925893,-38490.707
0.15918367,1.3925893,-47302.81
0.18367347,1.3925893,-57617.246
0.20816326,1.3925893,-69656.27
0.23265307,1.3925893,-83448.945
0.25714287,1.3925893,-99211.445
0.28163266,1.3925893,-117175.63
0.30612245,1.3925893,-137324.44
0.33061224,1.3925893,-159438.14
0.35510203,1.3925893,-183583.86
0.37959182,1.3925893,-209660.94
0.40408164,1.3925893,-238138.77
0.42857143,1.3925893,-267990.25
0.45306122,1.3925893,-299518.3
0.477551,1.3925893,-332017.5
0.5020408,1.3925893,-365797.78
0.5265306,1.3925893,-402916.88
0.5510204,1.3925893,-441740.8
0.5755102,1.3925893,-482542.75
0.6,1.3925893,-527591.3
-0.6,1.406714,-23015.223
-0.5755102,1.406714,-22025.738
-0.5510204,1.406714,-21014.309
-0.5265306,1.406714,-20010.52
-0.5020408,1.406714,-19002.238
-0.477551,1.406714,-17958.174
-0.45306122,1.406714,-16898.875
-0.42857143,1.406714,-15945.311
-0.40408164,1.406714,-15034.438
-0.37959182,1.406714,-14037.419
-0.35510203,1.406714,-13149.532
-0.33061224,1.406714,-12230.395
-0.30612245,1.406714,-11331.489
-0.28163266,1.406714,-10408.706
-0.25714287,1.406714,-9461.742
-0.23265307,1.406714,-8574.294
-0.20816326,1.406714,-7862.8335
-0.18367347,1.406714,-7396.2305
-0.15918367,1.406714,-7100.5747
-0.13469388,1.406714,-7030.725
-0.11020408,1.406714,-7213.154
-0.08571429,1.406714,-7662.7505
-0.06122449,1.406714,-8401.817
-0.036734693,1.406714,-9660.334
-0.012244898,1.406714,-11551.123
0.012244898,1.406714,-14003.223
0.036734693,1.406714,-17234.316
0.06122449,1.406714,-21325.467
0.08571429,1.406714,-26654.623
0.11020408,1.406714,-33099.207
0.13469388,1.406714,-40915.137
0.15918367,1.406714,-50312.55
0.18367347,1.406714,-61300.547
0.20816326,1.406714,-73830.17
0.23265307,1.406714,-88360.586
0.25714287,1.406714,-104865.164
0.28163266,1.406714,-123143.47
0.30612245,1.406714,-143030.58
0.33061224,1.406714,-165199.42
0.35510203,1.406714,-189267.73
0.37959182,1.406714,-215144.6
0.40408164,1.406714,-242516.3
0.42857143,1.406714,-271793.28
0.45306122,1.406714,-302311.6
0.477551,1.406714,-334058.62
0.5020408,1.406714,-368259.0
0.5265306,1.406714,-405276.88
0.5510204,1.406714,-443786.6
0.5755102,1.406714,-483627.47
0.6,1.406714,-526974.1
-0.6,1.4203936,-23036.521
-0.5755102,1.4203936,-21969.828
-0.5510204,1.4203936,-20993.816
-0.5265306,1.4203936,-19942.578
-0.5020408,1.4203936,-18976.738
-0.477551,1.4203936,-17984.602
-0.45306122,1.4203936,-17024.25
-0.42857143,1.4203936,-15990.068
-0.40408164,1.4203936,-15043.756
-0.37959182,1.4203936,-14057.851
-0.35510203,1.4203936,-13096.458
-0.33061224,1.4203936,-12158.959
-0.30612245,1.4203936,-11202.992
-0.28163266,1.4203936,-10219.982
-0.25714287,1.4203936,-9266.481
-0.23265307,1.4203936,-8376.873
-0.20816326,1.4203936,-7629.479
-0.18367347,1.4203936,-7111.8394
-0.15918367,1.4203936,-6883.6284
-0.13469388,1.4203936,-6865.838
-0.11020408,1.4203936,-7085.6045
-0.08571429,1.4203936,-7539.9097
-0.06122449,1.4203936,-8270.863
-0.036734693,1.4203936,-9417.304
-0.012244898,1.4203936,-11136.057
0.012244898,1.4203936,-13503.994
0.036734693,1.4203936,-16584.719
0.06122449,1.4203936,-20515.285
0.08571429,1.4203936,-25433.133
0.11020408,1.4203936,-31518.2
0.13469388,1.4203936,-38844.652
0.15918367,1.4203936,-47569.938
0.18367347,1.4203936,-57830.305
0.20816326,1.4203936,-69947.68
0.23265307,1.4203936,-83891.41
0.25714287,1.4203936,-99731.914
0.28163266,1.4203936,-117594.96
0.30612245,1.4203936,-137686.86
0.33061224,1.4203936,-159336.67
0.35510203,1.4203936,-182892.5
0.37959182,1.4203936,-208549.84
0.40408164,1.4203936,-236437.25
0.42857143,1.4203936,-266052.66
0.45306122,1.4203936,-296302.1
0.477551,1.4203936,-329075.4
0.5020408,1.4203936,-363146.22
0.5265306,1.4203936,-400626.2
0.5510204,1.4203936,-440378.56
0.5755102,1.4203936,-482527.5
0.6,1.4203936,-525166.2
-0.6,1.4336556,-23146.723
-0.5755102,1.4336556,-22210.705
-0.5510204,1.4336556,-21320.387
-0.5265306,1.4336556,-20162.89
-0.5020408,1.4336556,-19112.225
-0.477551,1.4336556,-18115.496
-0.45306122,1.4336556,-17082.482
-0.42857143,1.4336556,-16108.8125
-0.40408164,1.4336556,-15155.088
-0.37959182,1.4336556,-14217.719
-0.35510203,1.4336556,-13233.015
-0.33061224,1.4336556,-12284.327
-0.30612245,1.4336556,-11340.477
-0.28163266,1.4336556,-10421.296
-0.25714287,1.4336556,-9495.028
-0.23265307,1.4336556,-8653.561
-0.20816326,1.4336556,-7881.024
-0.18367347,1.4336556,-7354.168
-0.15918367,1.4336556,-7012.176
-0.13469388,1.4336556,-6930.3354
-0.11020408,1.4336556,-7106.571
-0.08571429,1.4336556,-7459.5464
-0.06122449,1.4336556,-8179.3813
-0.036734693,1.4336556,-9244.393
-0.012244898,1.4336556,-10817.031
0.012244898,1.4336556,-13045.158
0.036734693,1.4336556,-15990.98
0.06122449,1.4336556,-19651.383
0.08571429,1.4336556,-24278.074
0.11020408,1.4336556,-30028.7
0.13469388,1.4336556,-36944.555
0.15918367,1.4336556,-45252.69
0.18367347,1.4336556,-55246.004
0.20816326,1.4336556,-66773.23
0.23265307,1.4336556,-79882.23
0.25714287,1.4336556,-94863.84
0.28163266,1.4336556,-111727.21
0.30612245,1.4336556,-130223.33
0.33061224,1.4336556,-150724.89
0.35510203,1.4336556,-172948.17
0.37959182,1.4336556,-196615.08
0.40408164,1.4336556,-222407.38
0.42857143,1.4336556,-250175.73
0.45306122,1.4336556,-279697.28
0.477551,1.4336556,-309476.88
0.5020408,1.4336556,-343579.34
0.5265306,1.4336556,-379504.1
0.5510204,1.4336556,-417523.8
0.5755102,1.4336556,-458749.84
0.6,1.4336556,-501543.44
-0.6,1.4465245,-23923.771
-0.5755102,1.4465245,-22843.766
-0.5510204,1.4465245,-21778.27
-0.5265306,1.4465245,-20761.646
-0.5020408,1.4465245,-19778.562
-0.477551,1.4465245,-18741.562
-0.45306122,1.4465245,-17665.61
-0.42857143,1.4465245,-16652.8
-0.40408164,1.4465245,-15683.589
-0.37959182,1.4465245,-14587.12
-0.35510203,1.4465245,-13528.83
-0.33061224,1.4465245,-12493.207
-0.30612245,1.4465245,-11441.801
-0.28163266,1.4465245,-10441.156
-0.25714287,1.4465245,-9513.8955
-0.23265307,1.4465245,-8687.876
-0.20816326,1.4465245,-7967.5093
-0.18367347,1.4465245,-7456.0825
-0.15918367,1.4465245,-7119.356
-0.13469388,1.4465245,-7042.6753
-0.11020408,1.4465245,-7208.361
-0.08571429,1.4465245,-7621.463
-0.06122449,1.4465245,-8435.279
-0.036734693,1.4465245,-9662.732
-0.012244898,1.4465245,-11428.6875
0.012244898,1.4465245,-13886.63
0.036734693,1.4465245,-17118.387
0.06122449,1.4465245,-21187.076
0.08571429,1.4465245,-26346.547
0.11020408,1.4465245,-32668.775
0.13469388,1.4465245,-40234.13
0.15918367,1.4465245,-49347.332
0.18367347,1.4465245,-59875.418
0.20816326,1.4465245,-72136.484
0.23265307,1.4465245,-86328.53
0.25714287,1.4465245,-102354.11
0.28163266,1.4465245,-120419.164
0.30612245,1.4465245,-139914.95
0.33061224,1.4465245,-161896.88
0.35510203,1.4465245,-185636.38
0.37959182,1.4465245,-210966.86
0.40408164,1.4465245,-237330.0
0.42857143,1.4465245,-266129.56
0.45306122,1.4465245,-297164.03
0.477551,1.4465245,-328537.62
0.5020408,1.4465245,-364054.88
0.5265306,1.4465245,-402249.1
0.5510204,1.4465245,-441084.28
0.5755102,1.4465245,-482798.56
0.6,1.4465245,-526405.1
-0.6,1.459023,-23337.62
-0.5755102,1.459023,-22291.488
-0.5510204,1.459023,-21276.254
-0.5265306,1.459023,-20238.764
-0.5020408,1.459023,-19278.291
-0.477551,1.459023,-18366.182
-0.45306122,1.459023,-17378.842
-0.42857143,1.459023,-16419.95
-0.40408164,1.459023,-15473.012
-0.37959182,1.459023,-14487.91
-0.35510203,1.459023,-13545.204
-0.33061224,1.459023,-12571.8955
-0.30612245,1.459023,-11605.406
-0.28163266,1.459023,-10621.902
-0.25714287,1.459023,-9621.825
-0.23265307,1.459023,-8758.676
-0.20816326,1.459023,-8043.251
-0.18367347,1.459023,-7522.1426
-0.15918367,1.459023,-7209.5933
-0.13469388,1.459023,-7096.9185
-0.11020408,1.459023,-7258.3267
-0.08571429,1.459023,-7654.8613
-0.06122449,1.459023,-8404.506
-0.036734693,1.459023,-9609.262
-0.012244898,1.459023,-11313.822
0.012244898,1.459023,-13685.538
0.036734693,1.459023,-16896.43
0.06122449,1.459023,-20881.02
0.08571429,1.459023,-25831.59
0.11020408,1.459023,-31920.566
0.13469388,1.459023,-39366.77
0.15918367,1.459023,-48111.387
0.18367347,1.459023,-58416.48
0.20816326,1.459023,-70600.37
0.23265307,1.459023,-84760.445
0.25714287,1.459023,-100824.836
0.28163266,1.459023,-118548.336
0.30612245,1.459023,-138312.64
0.33061224,1.459023,-160025.19
0.35510203,1.459023,-183325.89
0.37959182,1.459023,-208415.48
0.40408164,1.459023,-236099.42
0.42857143,1.459023,-265575.53
0.45306122,1.459023,-296638.1
0.477551,1.459023,-328346.47
0.5020408,1.459023,-362586.78
0.5265306,1.459023,-400180.97
0.5510204,1.459023,-439650.4
0.5755102,1.459023,-482406.0
0.6,1.459023,-525387.75
-0.6,1.471172,-23039.895
-0.5755102,1.471172,-22046.816
-0.5510204,1.471172,-21101.262
-0.5265306,1.471172,-20127.021
-0.5020408,1.471172,-19134.242
-0.477551,1.471172,-18216.426
-0.45306122,1.471172,-17282.375
-0.42857143,1.471172,-16381.916
-0.40408164,1.471172,-15417.898
-0.37959182,1.471172,-14467.222
-0.35510203,1.471172,-13472.388
-0.33061224,1.471172,-12517.07
-0.30612245,1.471172,-11560.86
-0.28163266,1.471172,-10662.0625
-0.25714287,1.471172,-9783.677
-0.23265307,1.471172,-9009.76
-0.20816326,1.471172,-8314.482
-0.18367347,1.471172,-7824.138
-0.15918367,1.471172,-7579.289
-0.13469388,1.471172,-7540.2065
-0.11020408,1.471172,-7755.061
-0.08571429,1.471172,-8196.708
-0.06122449,1.471172,-9039.454
-0.036734693,1.471172,-10334.813
-0.012244898,1.471172,-12160.955
0.012244898,1.471172,-14596.861
0.036734693,1.471172,-17774.434
0.06122449,1.471172,-21819.613
0.08571429,1.471172,-26812.355
0.11020408,1.471172,-32962.574
0.13469388,1.471172,-40387.938
0.15918367,1.471172,-48899.66
0.18367347,1.471172,-59339.586
0.20816326,1.471172,-71280.39
0.23265307,1.471172,-85065.195
0.25714287,1.471172,-100562.96
0.28163266,1.471172,-118455.08
0.30612245,1.471172,-138103.05
0.33061224,1.471172,-160215.22
0.35510203,1.471172,-184408.02
0.37959182,1.471172,-209974.4
0.40408164,1.471172,-236041.1
0.42857143,1.471172,-264462.84
0.45306122,1.471172,-296307.28
0.477551,1.471172,-329151.34
0.5020408,1.471172,-364268.22
0.5265306,1.471172,-400780.78
0.5510204,1.471172,-441382.06
0.5755102,1.471172,-484192.12
0.6,1.471172,-528052.56
-0.6,1.4829901,-23560.77
-0.5755102,1.4829901,-22551.3
-0.5510204,1.4829901,-21598.174
-0.5265306,1.4829901,-20608.197
-0.5020408,1.4829901,-19650.799
-0.477551,1.4829901,-18676.945
-0.45306122,1.4829901,-17762.172
-0.42857143,1.4829901,-16789.332
-0.40408164,1.4829901,-15830.314
-0.37959182,1.4829901,-14897.949
-0.35510203,1.4829901,-13899.139
-0.33061224,1.4829901,-12851.197
-0.30612245,1.4829901,-11838.467
-0.28163266,1.4829901,-10887.203
-0.25714287,1.4829901,-9997.392
-0.23265307,1.4829901,-9191.083
-0.20816326,1.4829901,-8517.951
-0.18367347,1.4829901,-8009.7275
-0.15918367,1.4829901,-7660.5967
-0.13469388,1.4829901,-7553.8345
-0.11020408,1.4829901,-7755.136
-0.08571429,1.4829901,-8278.899
-0.06122449,1.4829901,-9076.506
-0.036734693,1.4829901,-10271.283
-0.012244898,1.4829901,-12050.517
0.012244898,1.4829901,-14508.484
0.036734693,1.4829901,-17553.984
0.06122449,1.4829901,-21409.133
0.08571429,1.4829901,-26244.113
0.11020408,1.4829901,-31967.164
0.13469388,1.4829901,-38960.297
0.15918367,1.4829901,-47287.49
0.18367347,1.4829901,-57166.21
0.20816326,1.4829901,-68766.56
0.23265307,1.4829901,-82284.164
0.25714287,1.4829901,-97972.39
0.28163266,1.4829901,-115075.875
0.30612245,1.4829901,-134703.4
0.33061224,1.4829901,-156286.22
0.35510203,1.4829901,-179546.69
0.37959182,1.4829901,-203488.88
0.40408164,1.4829901,-230010.67
0.42857143,1.4829901,-259351.14
0.45306122,1.4829901,-290526.53
0.477551,1.4829901,-323627.34
0.5020408,1.4829901,-357962.88
0.5265306,1.4829901,-393247.38
0.5510204,1.4829901,-432254.94
0.5755102,1.4829901,-474025.22
0.6,1.4829901,-517990.66
-0.6,1.4944954,-23335.326
-0.5755102,1.4944954,-22337.137
-0.5510204,1.4944954,-21321.895
-0.5265306,1.4944954,-20355.406
-0.5020408,1.4944954,-19453.676
-0.477551,1.4944954,-18509.555
-0.45306122,1.4944954,-17587.229
-0.42857143,1.4944954,-16698.402
-0.40408164,1.4944954,-15781.355
-0.37959182,1.4944954,-14816.2
-0.35510203,1.4944954,-13835.995
-0.33061224,1.4944954,-12881.303
-0.30612245,1.4944954,-11975.491
-0.28163266,1.4944954,-11051.942
-0.25714287,1.4944954,-10145.424
-0.23265307,1.4944954,-9299.55
-0.20816326,1.4944954,-8582.398
-0.18367347,1.4944954,-8107.77
-0.15918367,1.4944954,-7809.7964
-0.13469388,1.4944954,-7729.903
-0.11020408,1.4944954,-7963.4253
-0.08571429,1.4944954,-8522.346
-0.06122449,1.4944954,-9349.251
-0.036734693,1.4944954,-10622.072
-0.012244898,1.4944954,-12418.351
0.012244898,1.4944954,-14746.004
0.036734693,1.4944954,-17686.73
0.06122449,1.4944954,-21600.973
0.08571429,1.4944954,-26406.732
0.11020408,1.4944954,-32205.139
0.13469388,1.4944954,-39217.145
0.15918367,1.4944954,-47717.137
0.18367347,1.4944954,-57923.6
0.20816326,1.4944954,-69631.914
0.23265307,1.4944954,-83368.28
0.25714287,1.4944954,-98682.2
0.28163266,1.4944954,-116123.88
0.30612245,1.4944954,-135851.61
0.33061224,1.4944954,-157600.61
0.35510203,1.4944954,-181423.95
0.37959182,1.4944954,-207098.62
0.40408164,1.4944954,-233890.95
0.42857143,1.4944954,-262511.28
0.45306122,1.4944954,-291843.22
0.477551,1.4944954,-324559.75
0.5020408,1.4944954,-358991.66
0.5265306,1.4944954,-395707.97
0.5510204,1.4944954,-433458.94
0.5755102,1.4944954,-472466.12
0.6,1.4944954,-513715.22
-0.6,1.5057036,-24121.38
-0.5755102,1.5057036,-23122.133
-0.5510204,1.5057036,-22112.754
-0.5265306,1.5057036,-21251.25
-0.5020408,1.5057036,-20339.418
-0.477551,1.5057036,-19427.5
-0.45306122,1.5057036,-18471.094
-0.42857143,1.5057036,-17480.918
-0.40408164,1.5057036,-16504.656
-0.37959182,1.5057036,-15496.227
-0.35510203,1.5057036,-14441.907
-0.33061224,1.5057036,-13405.532
-0.30612245,1.5057036,-12434.392
-0.28163266,1.5057036,-11491.184
-0.25714287,1.5057036,-10643.291
-0.23265307,1.5057036,-9851.011
-0.20816326,1.5057036,-9152.521
-0.18367347,1.5057036,-8679.712
-0.15918367,1.5057036,-8375.721
-0.13469388,1.5057036,-8263.241
-0.11020408,1.5057036,-8422.428
-0.08571429,1.5057036,-8870.498
-0.06122449,1.5057036,-9672.536
-0.036734693,1.5057036,-10894.238
-0.012244898,1.5057036,-12627.884
0.012244898,1.5057036,-14977.698
0.036734693,1.5057036,-18082.36
0.06122449,1.5057036,-22061.764
0.08571429,1.5057036,-27111.807
0.11020408,1.5057036,-33102.26
0.13469388,1.5057036,-40229.094
0.15918367,1.5057036,-48695.406
0.18367347,1.5057036,-58895.957
0.20816326,1.5057036,-70658.664
0.23265307,1.5057036,-84180.37
0.25714287,1.5057036,-99819.55
0.28163266,1.5057036,-117516.12
0.30612245,1.5057036,-137147.14
0.33061224,1.5057036,-158666.16
0.35510203,1.5057036,-182229.9
0.37959182,1.5057036,-207427.33
0.40408164,1.5057036,-234375.77
0.42857143,1.5057036,-263836.44
0.45306122,1.5057036,-294161.28
0.477551,1.5057036,-325692.56
0.5020408,1.5057036,-358513.03
0.5265306,1.5057036,-392298.6
0.5510204,1.5057036,-430194.03
0.5755102,1.5057036,-470160.66
0.6,1.5057036,-512256.34
-0.6,1.5166298,-24547.496
-0.5755102,1.5166298,-23544.438
-0.5510204,1.5166298,-22591.012
-0.5265306,1.5166298,-21608.086
-0.5020408,1.5166298,-20685.32
-0.477551,1.5166298,-19760.996
-0.45306122,1.5166298,-18862.785
-0.42857143,1.5166298,-17956.06
-0.40408164,1.5166298,-16969.47
-0.37959182,1.5166298,-15967.818
-0.35510203,1.5166298,-14917.561
-0.33061224,1.5166298,-13844.636
-0.30612245,1.5166298,-12757.982
-0.28163266,1.5166298,-11690.375
-0.25714287,1.5166298,-10756.331
-0.23265307,1.5166298,-9961.473
-0.20816326,1.5166298,-9278.156
-0.18367347,1.5166298,-8732.835
-0.15918367,1.5166298,-8479.102
-0.13469388,1.5166298,-8394.818
-0.11020408,1.5166298,-8591.943
-0.08571429,1.5166298,-9024.48
-0.06122449,1.5166298,-9834.629
-0.036734693,1.5166298,-11060.403
-0.012244898,1.5166298,-12831.348
0.012244898,1.5166298,-15285.149
0.036734693,1.5166298,-18485.12
0.06122449,1.5166298,-22610.11
0.08571429,1.5166298,-27743.484
0.11020408,1.5166298,-33662.133
0.13469388,1.5166298,-40791.086
0.15918367,1.5166298,-49437.44
0.18367347,1.5166298,-59684.92
0.20816326,1.5166298,-71168.03
0.23265307,1.5166298,-84728.56
0.25714287,1.5166298,-100096.85
0.28163266,1.5166298,-117650.55
0.30612245,1.5166298,-136964.03
0.33061224,1.5166298,-158040.95
0.35510203,1.5166298,-181257.36
0.37959182,1.5166298,-206354.33
0.40408164,1.5166298,-232853.86
0.42857143,1.5166298,-260869.11
0.45306122,1.5166298,-289876.94
0.477551,1.5166298,-320562.84
0.5020408,1.5166298,-353427.34
0.5265306,1.5166298,-386048.22
0.5510204,1.5166298,-421633.2
0.5755102,1.5166298,-460623.16
0.6,1.5166298,-501851.75
-0.6,1.5272878,-25006.66
-0.5755102,1.5272878,-23962.86
-0.5510204,1.5272878,-22985.422
-0.5265306,1.5272878,-22043.629
-0.5020408,1.5272878,-21023.906
-0.477551,1.5272878,-19957.844
-0.45306122,1.5272878,-18910.016
-0.42857143,1.5272878,-17890.934
-0.40408164,1.5272878,-16906.486
-0.37959182,1.5272878,-15856.145
-0.35510203,1.5272878,-14797.677
-0.33061224,1.5272878,-13752.211
-0.30612245,1.5272878,-12713.87
-0.28163266,1.5272878,-11721.295
-0.25714287,1.5272878,-10866.907
-0.23265307,1.5272878,-10151.3
-0.20816326,1.5272878,-9583.759
-0.18367347,1.5272878,-9204.281
-0.15918367,1.5272878,-8902.078
-0.13469388,1.5272878,-8741.143
-0.11020408,1.5272878,-8833.801
-0.08571429,1.5272878,-9248.996
-0.06122449,1.5272878,-10078.928
-0.036734693,1.5272878,-11347.863
-0.012244898,1.5272878,-13121.11
0.012244898,1.5272878,-15597.608
0.036734693,1.5272878,-18803.309
0.06122449,1.5272878,-22847.324
0.08571429,1.5272878,-27846.072
0.11020408,1.5272878,-33990.42
0.13469388,1.5272878,-41493.176
0.15918367,1.5272878,-50184.79
0.18367347,1.5272878,-60373.504
0.20816326,1.5272878,-72108.73
0.23265307,1.5272878,-85813.77
0.25714287,1.5272878,-101734.73
0.28163266,1.5272878,-119545.96
0.30612245,1.5272878,-139638.95
0.33061224,1.5272878,-161654.05
0.35510203,1.5272878,-185520.9
0.37959182,1.5272878,-211105.66
0.40408164,1.5272878,-238471.95
0.42857143,1.5272878,-267473.2
0.45306122,1.5272878,-297814.97
0.477551,1.5272878,-329298.66
0.5020408,1.5272878,-362066.0
0.5265306,1.5272878,-398004.28
0.5510204,1.5272878,-436979.06
0.5755102,1.5272878,-477383.84
0.6,1.5272878,-519172.25
-0.6,1.5376906,-25061.676
-0.5755102,1.5376906,-24150.914
-0.5510204,1.5376906,-23330.062
-0.5265306,1.5376906,-22425.316
-0.5020408,1.5376906,-21496.488
-0.477551,1.5376906,-20479.633
-0.45306122,1.5376906,-19463.71
-0.42857143,1.5376906,-18438.918
-0.40408164,1.5376906,-17461.225
-0.37959182,1.5376906,-16412.344
-0.35510203,1.5376906,-15424.331
-0.33061224,1.5376906,-14457.601
-0.30612245,1.5376906,-13469.265
-0.28163266,1.5376906,-12545.244
-0.25714287,1.5376906,-11639.539
-0.23265307,1.5376906,-10802.665
-0.20816326,1.5376906,-10176.842
-0.18367347,1.5376906,-9730.461
-0.15918367,1.5376906,-9451.262
-0.13469388,1.5376906,-9295.959
-0.11020408,1.5376906,-9325.268
-0.08571429,1.5376906,-9688.056
-0.06122449,1.5376906,-10570.19
-0.036734693,1.5376906,-11890.666
-0.012244898,1.5376906,-13767.307
0.012244898,1.5376906,-16348.751
